moisture,pH,EC,nitrogen,phosphorus,potassium,soilTemperature,airTemperature,airHumidity,soilHealth
31.74,7.74,0.64,36.82,24.93,38.84,29.86,32.56,43.85,Moderate
56.0,6.66,1.6,56.52,36.47,70.97,18.67,21.38,75.44,Healthy
54.13,6.67,1.61,57.34,35.24,41.14,23.52,27.61,54.37,Healthy
67.23,7.2,1.72,60.26,33.26,52.73,29.76,25.94,67.91,Healthy
37.09,6.31,2.46,38.55,18.17,34.87,32.32,29.59,36.26,Moderate
68.26,6.17,0.76,51.29,21.53,33.27,34.82,30.92,43.43,Moderate
35.59,8.08,2.41,33.81,30.99,22.45,34.59,33.09,34.0,Moderate
45.3,6.4,1.32,40.13,20.44,48.78,20.66,32.2,68.77,Healthy
36.3,6.69,1.18,63.61,45.81,49.26,22.68,28.79,70.8,Healthy
59.43,5.93,1.31,24.35,28.08,26.56,33.01,35.06,77.98,Moderate
40.74,5.32,1.82,29.48,10.74,26.07,32.08,32.59,83.74,Moderate
36.68,6.59,1.19,45.02,37.51,63.38,26.84,23.15,72.33,Healthy
50.73,7.21,1.31,61.67,52.28,34.27,25.49,28.66,75.2,Healthy
29.24,5.44,2.09,35.18,21.52,38.36,30.45,37.19,89.8,Moderate
49.98,6.31,1.27,56.94,44.27,58.49,25.32,29.41,63.01,Healthy
74.41,7.65,2.74,35.32,20.95,38.22,30.6,28.42,44.48,Moderate
61.99,6.12,1.96,21.07,19.35,33.53,30.82,36.52,46.66,Moderate
65.75,5.85,2.16,40.13,26.76,29.86,33.91,25.6,88.15,Moderate
38.69,6.92,0.82,44.49,47.1,52.36,23.56,24.56,54.03,Healthy
15.43,9.0,2.85,21.26,8.99,9.31,13.75,18.42,28.41,Needs Attention
72.24,7.36,2.38,37.32,31.43,45.75,31.25,33.12,48.63,Moderate
75.67,5.77,1.98,33.47,31.89,35.94,38.2,32.17,53.57,Moderate
73.33,7.47,2.25,40.02,27.26,32.71,33.34,33.86,48.08,Moderate
69.65,5.97,2.03,35.8,10.22,17.92,29.2,34.87,52.34,Moderate
12.79,4.75,0.49,16.94,13.71,19.9,37.14,38.15,31.85,Needs Attention
15.32,7.68,0.51,33.67,20.12,45.58,34.15,32.71,29.01,Moderate
65.79,6.75,1.21,57.49,37.38,56.35,24.57,23.22,57.28,Healthy
54.91,6.28,1.57,58.89,34.85,60.55,18.99,28.04,86.57,Healthy
91.44,8.3,3.03,12.86,12.1,14.31,36.46,40.01,99.14,Needs Attention
52.17,7.1,1.6,55.34,47.49,35.11,22.83,26.71,76.93,Healthy
59.32,6.94,1.3,73.02,47.52,43.72,24.12,28.55,68.72,Healthy
54.91,6.67,1.1,55.76,34.65,44.21,23.9,28.44,66.39,Healthy
72.6,7.87,2.63,47.3,27.5,20.95,33.22,30.9,46.67,Moderate
15.97,4.65,0.43,26.76,7.98,12.95,18.5,37.8,97.66,Needs Attention
76.1,5.55,0.55,43.16,23.01,33.7,27.91,35.64,87.55,Moderate
91.44,4.8,0.19,20.51,4.03,15.36,16.35,16.11,97.51,Needs Attention
86.39,4.6,0.34,16.78,14.04,16.16,34.38,34.25,35.59,Needs Attention
49.28,6.34,1.59,57.99,31.93,35.75,30.67,29.5,77.03,Healthy
52.51,6.81,1.46,46.94,24.49,41.98,26.57,22.66,64.08,Healthy
33.04,8.21,1.15,35.46,22.58,38.14,31.0,31.26,92.48,Moderate
59.25,6.78,1.33,59.85,42.97,40.73,24.73,28.1,67.58,Healthy
93.75,8.62,2.9,16.02,13.59,26.48,15.6,36.92,30.55,Needs Attention
56.8,6.56,1.62,60.31,42.7,43.45,23.54,26.72,75.04,Healthy
55.53,6.78,1.13,51.63,38.29,46.65,24.46,32.33,83.22,Healthy
73.84,8.02,0.57,30.19,32.82,15.26,31.87,37.07,49.62,Moderate
70.33,5.37,1.16,28.08,17.99,26.64,28.68,33.01,91.05,Moderate
51.32,6.71,1.73,55.9,44.15,56.89,23.32,25.07,71.72,Healthy
72.2,5.46,1.97,41.78,29.25,29.66,35.78,33.59,35.12,Moderate
28.67,5.31,1.12,22.53,19.99,28.32,32.62,34.66,100.0,Moderate
30.0,5.66,0.84,29.54,31.26,12.02,32.23,34.27,44.9,Moderate
84.03,8.33,0.57,25.37,2.19,22.41,33.57,22.92,96.77,Needs Attention
43.22,7.49,1.94,66.01,40.31,52.56,23.69,26.42,52.32,Healthy
53.4,7.11,1.27,71.53,37.21,39.33,27.38,27.27,84.54,Healthy
40.91,6.82,1.62,40.18,45.48,35.26,24.21,23.51,84.88,Healthy
49.63,6.26,1.03,51.0,31.33,54.69,20.0,25.66,70.44,Healthy
62.22,5.14,1.04,35.06,12.37,28.08,35.45,35.52,68.16,Moderate
87.56,4.95,0.47,24.95,10.19,12.61,16.78,22.45,32.08,Needs Attention
71.95,7.4,2.35,23.97,19.61,38.12,34.8,31.55,39.37,Moderate
55.11,7.19,1.49,66.58,43.56,44.29,27.02,29.84,63.09,Healthy
29.57,8.79,2.23,35.54,31.17,26.21,31.3,30.16,41.38,Moderate
33.66,8.35,2.43,38.14,25.66,23.65,31.18,32.69,33.44,Moderate
62.84,6.59,1.99,58.03,35.77,76.09,19.93,25.34,57.01,Healthy
69.83,6.06,2.3,25.17,35.71,32.22,29.15,30.74,49.95,Moderate
55.84,7.2,1.75,66.63,33.35,43.59,26.47,31.26,62.72,Healthy
36.91,5.92,0.57,34.29,16.92,29.37,33.86,31.99,88.77,Moderate
54.5,6.87,1.45,54.48,43.39,52.84,29.83,30.15,65.93,Healthy
13.91,8.69,2.66,17.84,17.35,17.08,13.55,20.93,94.17,Needs Attention
44.91,6.84,1.91,50.76,41.2,51.82,22.28,29.32,61.96,Healthy
44.17,6.54,1.3,52.68,39.91,39.2,27.21,26.57,94.31,Healthy
54.3,6.81,1.08,46.37,43.18,58.3,25.13,25.58,67.44,Healthy
53.98,6.83,1.47,65.63,47.82,65.83,22.42,27.75,57.55,Healthy
49.92,6.66,1.76,62.51,40.98,53.64,26.62,24.93,64.08,Healthy
82.93,8.43,2.89,11.55,6.21,22.16,37.5,16.48,28.49,Needs Attention
40.41,6.82,1.31,57.28,38.09,47.56,25.23,28.66,89.69,Healthy
0.0,5.23,0.41,8.7,16.52,25.1,15.05,18.57,92.72,Needs Attention
34.7,7.78,0.48,36.44,31.78,30.4,32.07,33.98,51.98,Moderate
86.02,8.29,2.78,15.78,14.68,26.21,18.4,40.47,99.92,Needs Attention
45.86,6.71,1.09,58.56,32.57,51.67,21.78,26.94,80.1,Healthy
22.84,8.45,0.32,12.63,9.06,12.89,18.28,35.43,94.49,Needs Attention
97.22,8.53,2.51,33.16,13.92,21.25,15.63,37.53,96.73,Needs Attention
21.02,8.51,2.3,35.22,11.14,29.25,36.48,34.33,32.69,Moderate
28.59,7.66,2.41,22.46,19.89,22.2,33.81,32.33,42.49,Moderate
10.66,8.55,0.56,13.31,8.07,14.62,34.36,17.7,32.14,Needs Attention
57.45,6.85,1.39,45.26,43.86,55.42,20.54,26.54,75.01,Healthy
87.81,4.93,0.54,19.87,16.32,21.47,16.48,16.68,37.14,Needs Attention
45.34,6.65,1.93,43.97,44.73,63.28,22.79,25.0,68.68,Healthy
51.43,6.08,1.3,43.84,39.84,53.34,24.83,25.0,64.32,Healthy
37.97,7.75,0.82,37.19,29.14,34.75,32.46,32.37,76.13,Moderate
59.33,6.33,1.28,55.55,35.5,57.51,25.66,30.15,76.52,Healthy
49.36,6.68,1.49,33.88,42.24,59.2,24.86,28.03,71.61,Healthy
55.95,6.78,1.12,37.05,47.15,46.78,25.5,26.21,71.69,Healthy
36.85,7.31,1.82,29.06,20.53,22.23,27.76,36.03,88.38,Moderate
34.63,5.78,2.06,47.71,12.14,34.88,36.33,35.71,79.03,Moderate
69.02,7.05,1.68,85.21,43.08,53.2,22.8,25.64,53.58,Healthy
47.91,7.38,1.83,45.38,38.01,61.69,24.29,29.21,66.17,Healthy
41.73,6.49,1.35,78.65,29.21,47.81,24.75,26.09,81.67,Healthy
33.88,7.71,0.79,27.66,8.07,33.94,32.2,32.71,88.09,Moderate
50.62,6.72,1.68,56.67,47.66,60.13,28.13,27.65,84.99,Healthy
8.27,8.11,0.25,23.22,14.12,23.16,15.21,17.84,27.27,Needs Attention
19.46,8.07,2.32,34.09,31.02,27.62,31.17,33.84,44.53,Moderate
19.67,4.6,2.87,15.39,16.39,27.01,37.3,38.93,32.4,Needs Attention
55.9,6.87,1.43,53.52,43.89,47.6,23.38,27.19,87.48,Healthy
14.35,9.29,0.25,13.27,21.28,12.43,15.37,36.89,94.97,Needs Attention
87.32,4.46,2.8,18.32,5.99,12.98,15.96,19.01,29.96,Needs Attention
13.9,8.76,0.43,22.07,14.33,21.37,36.98,21.33,96.39,Needs Attention
58.25,5.97,1.12,59.19,44.38,37.16,23.14,22.02,69.15,Healthy
53.18,5.98,1.27,62.35,49.87,65.59,21.44,30.0,81.3,Healthy
28.08,7.6,2.54,48.62,23.42,35.59,31.62,35.32,88.41,Moderate
59.49,5.2,2.22,27.44,18.08,21.54,34.53,38.59,52.3,Moderate
31.61,8.45,2.03,26.95,17.98,46.11,31.04,34.81,36.91,Moderate
29.57,5.51,2.32,35.86,16.05,39.87,36.84,34.07,94.06,Moderate
84.72,8.51,2.69,19.1,9.19,29.08,30.49,22.57,97.14,Needs Attention
69.07,8.18,2.39,43.66,24.07,16.28,31.31,35.09,94.43,Moderate
51.4,7.88,1.97,30.15,25.54,32.97,31.33,31.1,82.57,Moderate
29.84,5.92,1.92,30.28,22.24,32.85,30.03,36.25,81.91,Moderate
48.13,7.14,1.32,49.29,41.24,56.99,28.61,28.06,77.8,Healthy
37.42,7.1,1.79,56.84,46.49,35.71,22.95,27.25,56.38,Healthy
90.6,5.4,2.84,12.59,13.62,18.88,35.12,22.43,25.9,Needs Attention
91.82,5.1,2.43,20.08,18.6,15.67,19.1,17.99,94.32,Needs Attention
90.65,5.13,0.27,12.95,16.0,24.81,13.05,18.46,95.78,Needs Attention
34.23,6.56,1.55,46.32,50.66,71.56,25.09,28.83,57.43,Healthy
76.98,5.86,0.93,38.38,28.64,31.43,31.13,35.22,51.23,Moderate
98.18,4.41,0.51,4.12,17.84,20.99,11.53,19.9,26.95,Needs Attention
43.11,6.92,1.47,59.83,29.22,52.33,27.36,29.45,68.27,Healthy
45.55,7.42,1.07,49.75,40.2,53.3,27.21,29.94,65.32,Healthy
15.79,4.6,0.55,4.78,17.01,20.01,12.91,19.34,32.15,Needs Attention
63.62,5.41,0.71,32.02,15.84,39.3,30.33,36.86,41.88,Moderate
55.02,7.89,0.34,30.5,31.49,27.59,33.78,34.09,89.34,Moderate
85.45,5.76,2.18,40.45,22.1,26.84,31.28,36.98,91.74,Moderate
68.33,7.71,0.73,43.93,29.67,27.18,33.27,33.95,89.34,Moderate
46.84,6.41,1.61,49.66,37.52,57.25,24.19,25.53,59.38,Healthy
50.64,7.35,1.64,60.78,30.54,38.8,28.5,29.63,69.43,Healthy
91.45,4.43,0.57,11.83,6.26,18.93,15.53,22.06,95.38,Needs Attention
10.56,5.23,2.87,10.98,11.6,8.57,37.6,19.72,95.57,Needs Attention
67.21,5.48,0.93,44.64,28.79,33.46,32.19,31.73,100.0,Moderate
83.2,8.62,2.79,21.21,9.97,10.32,33.44,21.59,36.99,Needs Attention
41.69,6.36,1.68,63.88,38.14,79.07,24.46,27.18,65.83,Healthy
53.36,7.17,1.1,51.98,25.73,55.61,23.43,29.27,72.28,Healthy
54.7,6.46,1.58,62.14,38.48,57.66,20.78,27.49,67.84,Healthy
35.25,7.1,1.19,48.13,35.26,45.44,21.69,19.87,84.55,Healthy
90.7,4.75,2.77,19.92,13.28,12.18,18.9,32.14,97.43,Needs Attention
69.27,7.63,1.76,26.25,18.2,38.59,32.14,37.28,87.62,Moderate
87.13,6.11,0.99,41.0,27.15,39.0,30.6,31.62,81.9,Moderate
48.23,6.75,1.92,55.47,28.62,66.7,26.31,29.29,85.4,Healthy
42.1,6.94,1.69,58.17,37.61,53.33,23.46,30.61,88.89,Healthy
46.15,7.09,1.44,75.96,45.3,47.9,25.1,25.94,79.73,Healthy
88.44,4.89,0.55,16.08,15.63,14.0,13.23,35.95,27.65,Needs Attention
13.05,8.41,0.23,26.75,1.75,20.51,16.43,20.8,98.0,Needs Attention
37.33,6.74,1.08,63.08,31.07,53.63,25.3,27.23,66.31,Healthy
76.13,8.32,1.99,31.02,17.93,25.38,35.05,32.71,49.1,Moderate
88.71,8.4,0.41,15.14,10.51,21.38,35.52,39.32,95.85,Needs Attention
60.51,8.11,0.61,34.74,23.16,30.67,29.29,34.63,90.93,Moderate
60.37,6.81,1.4,49.3,54.06,41.7,22.69,28.71,55.3,Healthy
73.72,6.01,0.58,19.85,32.78,32.66,32.2,38.51,27.34,Moderate
17.98,5.83,0.97,29.28,32.43,27.32,33.05,35.49,85.78,Moderate
23.36,7.83,0.93,24.49,31.06,38.56,29.75,37.06,86.9,Moderate
36.95,5.73,0.75,36.74,14.18,32.31,31.47,32.35,86.92,Moderate
41.23,7.1,1.5,62.83,40.21,41.97,25.77,26.41,71.8,Healthy
61.13,6.8,1.3,71.06,23.82,56.44,26.35,24.51,80.76,Healthy
47.31,7.39,1.7,56.66,36.61,58.15,29.36,29.39,56.52,Healthy
69.27,7.32,0.61,24.53,23.83,26.64,28.96,37.31,31.47,Moderate
49.1,6.47,1.58,46.57,32.97,56.16,22.54,25.94,72.14,Healthy
57.19,6.72,1.56,46.04,38.57,62.97,26.93,24.61,67.09,Healthy
67.72,5.69,2.28,24.48,33.36,28.66,30.86,26.93,88.71,Moderate
87.27,5.55,0.6,23.53,10.19,13.16,30.61,37.38,28.01,Needs Attention
83.8,4.88,0.73,19.84,11.61,0.45,18.02,38.18,96.73,Needs Attention
28.77,5.69,0.95,31.52,33.64,24.68,31.15,30.89,35.71,Moderate
90.04,8.46,2.68,23.25,15.63,12.61,36.77,35.03,37.04,Needs Attention
59.36,6.4,1.36,45.58,34.36,64.52,28.22,23.56,67.88,Healthy
23.05,5.35,0.57,27.23,22.3,28.9,33.31,31.27,89.07,Moderate
28.67,5.42,2.14,45.5,33.28,30.21,30.22,36.66,89.73,Moderate
41.27,6.49,1.47,48.55,35.89,39.75,24.93,28.28,75.62,Healthy
37.2,5.57,2.16,40.53,23.16,25.06,30.23,33.51,87.75,Moderate
54.15,6.36,1.18,60.71,42.75,45.26,28.48,29.44,66.37,Healthy
38.76,6.37,1.39,61.56,50.92,52.65,28.76,24.88,67.16,Healthy
38.42,6.94,1.37,50.29,32.01,54.06,22.61,26.99,75.61,Healthy
64.2,7.63,0.95,23.71,24.77,43.92,31.51,34.19,88.63,Moderate
64.41,7.46,1.27,63.79,42.46,49.19,20.43,33.92,55.66,Healthy
55.97,5.63,0.52,33.96,19.37,26.05,28.35,31.83,85.55,Moderate
32.22,5.72,2.21,41.14,21.8,44.96,32.11,29.74,47.74,Moderate
73.09,7.79,0.72,19.19,24.68,32.85,34.12,32.67,42.34,Moderate
89.95,8.02,2.65,15.25,14.42,23.89,18.41,34.6,96.45,Needs Attention
62.33,6.91,1.5,60.12,39.33,46.76,22.42,30.03,74.14,Healthy
22.85,5.19,1.65,37.26,14.29,22.42,28.57,35.94,100.0,Moderate
32.72,7.91,1.2,37.6,27.14,24.74,28.33,34.21,85.73,Moderate
61.11,5.87,1.06,24.98,16.48,41.56,33.09,32.86,36.29,Moderate
0.75,4.79,2.53,23.43,6.59,33.15,36.43,34.47,29.08,Needs Attention
24.26,6.27,2.46,29.04,22.38,31.06,32.81,36.41,81.77,Moderate
48.82,6.42,1.53,62.78,49.86,45.21,22.83,29.27,68.33,Healthy
46.25,6.7,1.47,64.02,44.67,37.0,28.02,27.18,69.02,Healthy
31.95,5.89,0.79,44.33,6.47,20.4,29.94,29.77,83.95,Moderate
58.49,6.69,1.59,63.38,38.28,41.05,25.91,28.84,80.05,Healthy
13.35,4.56,2.54,20.95,13.63,17.7,35.05,36.64,95.92,Needs Attention
13.41,4.88,0.51,25.62,16.54,22.89,32.71,17.34,95.47,Needs Attention
66.62,5.41,0.98,44.57,22.02,49.58,31.14,35.7,85.6,Moderate
45.4,6.54,1.49,64.27,41.8,61.01,26.27,25.51,72.4,Healthy
42.99,7.0,1.24,66.55,47.29,49.35,23.02,27.03,71.6,Healthy
97.0,5.46,2.65,17.56,19.06,13.03,15.58,39.57,23.26,Needs Attention
41.31,5.69,1.88,64.05,36.44,52.57,27.13,26.61,73.3,Healthy
47.04,6.64,1.3,67.27,24.78,32.14,24.51,27.29,75.64,Healthy
48.81,7.22,1.69,55.24,39.43,56.59,25.7,31.13,82.18,Healthy
51.07,6.64,1.02,48.09,38.56,48.47,26.12,28.68,66.96,Healthy
75.29,5.6,1.95,37.84,22.74,39.74,32.74,32.92,34.09,Moderate
52.96,7.28,1.24,58.09,44.93,64.8,19.11,22.8,72.37,Healthy
30.29,7.3,1.99,30.22,30.6,39.43,30.48,32.86,73.61,Moderate
60.15,5.36,2.08,27.32,27.08,33.03,33.06,34.01,84.36,Moderate
35.15,6.87,1.89,63.27,47.59,52.36,24.77,31.21,65.97,Healthy
16.23,7.27,0.83,27.24,9.86,29.65,30.1,36.02,100.0,Moderate
92.51,8.38,2.72,21.58,19.31,12.91,14.3,37.23,21.08,Needs Attention
31.62,7.83,1.04,28.82,20.95,28.21,36.92,34.19,83.01,Moderate
16.27,5.12,0.53,15.5,9.19,9.63,36.18,35.39,30.11,Needs Attention
54.14,7.09,1.72,46.44,44.86,67.33,30.83,28.44,80.85,Healthy
59.4,5.31,2.28,26.33,17.55,30.65,29.23,35.9,43.48,Moderate
42.74,6.91,1.21,72.19,25.26,49.02,28.57,32.93,71.18,Healthy
82.72,8.14,2.54,25.64,14.63,13.71,14.44,35.59,32.86,Needs Attention
63.84,6.01,1.54,50.73,21.15,48.39,29.12,25.03,79.12,Healthy
52.84,6.41,1.58,56.76,9.52,43.89,24.98,30.2,74.98,Healthy
38.69,6.63,1.55,67.1,43.52,51.27,23.08,29.78,64.19,Healthy
81.36,4.91,0.52,17.49,4.88,10.91,34.72,16.38,36.02,Needs Attention
16.11,4.98,2.98,23.2,12.1,18.14,15.67,19.67,35.07,Needs Attention
38.52,6.94,1.22,39.37,36.79,40.87,28.15,27.4,58.77,Healthy
87.41,8.49,0.6,19.8,14.32,18.77,32.89,17.95,25.72,Needs Attention
57.45,8.03,0.79,39.54,15.46,26.47,31.12,34.84,40.57,Moderate
56.14,7.06,1.54,76.72,25.0,61.66,22.0,26.95,72.22,Healthy
28.9,8.01,2.02,41.13,14.9,20.37,31.11,34.65,47.38,Moderate
85.44,8.87,2.69,22.89,16.35,15.79,31.09,40.01,95.27,Needs Attention
58.62,7.31,1.66,49.6,33.02,59.37,23.2,24.42,63.25,Healthy
58.16,7.27,0.99,68.12,53.46,34.04,23.33,24.45,80.77,Healthy
53.16,6.25,1.42,64.81,38.91,55.26,23.41,25.85,66.06,Healthy
32.95,8.68,1.89,35.88,20.46,31.05,29.02,34.14,42.55,Moderate
26.0,5.95,2.45,19.72,31.63,41.36,37.59,36.53,97.04,Moderate
44.24,7.0,1.49,66.56,41.94,35.09,24.07,28.16,74.47,Healthy
43.38,6.18,1.12,58.22,33.73,53.05,27.28,25.11,96.0,Healthy
50.28,6.61,1.29,61.05,31.0,73.52,21.12,24.15,62.59,Healthy
52.13,7.48,1.24,54.3,40.89,47.27,20.08,29.41,73.68,Healthy
40.78,5.89,1.8,34.79,21.39,27.06,36.44,37.21,49.45,Moderate
85.88,4.62,2.79,37.72,16.24,13.6,34.62,36.1,22.74,Needs Attention
89.3,8.49,2.83,29.33,14.76,16.39,16.53,18.55,92.86,Needs Attention
71.98,5.19,0.36,39.59,23.42,21.6,35.51,35.17,84.69,Moderate
39.07,7.0,0.95,43.25,44.95,64.16,24.48,34.19,62.8,Healthy
49.55,7.37,1.58,48.88,34.18,65.75,27.32,27.08,68.02,Healthy
48.21,6.81,0.72,70.44,29.31,69.75,22.13,24.02,75.65,Healthy
24.13,6.46,0.74,39.27,9.5,41.01,34.48,35.31,43.18,Moderate
87.89,4.79,2.66,15.49,15.25,14.01,16.04,37.66,33.93,Needs Attention
7.92,8.76,2.83,19.53,14.0,23.85,35.18,38.1,34.27,Needs Attention
13.36,4.99,0.43,19.32,9.64,18.14,32.64,42.54,94.54,Needs Attention
30.33,8.14,2.14,39.57,16.58,26.41,32.48,37.35,95.53,Moderate
46.87,6.45,1.38,61.3,50.02,46.61,23.04,28.02,71.23,Healthy
21.9,8.76,0.9,19.05,16.03,34.68,31.18,35.54,35.77,Moderate
11.38,5.06,0.46,15.89,5.25,10.04,12.78,38.96,20.82,Needs Attention
45.18,6.55,1.37,46.13,47.86,56.72,20.88,27.08,57.91,Healthy
15.88,8.14,1.68,34.73,11.73,31.72,31.61,39.9,52.34,Moderate
50.43,7.31,1.69,53.41,46.68,39.65,22.48,21.5,71.43,Healthy
33.81,5.19,2.31,35.01,28.53,29.38,32.7,33.13,90.38,Moderate
53.19,7.13,1.31,59.93,41.27,50.69,24.32,24.44,74.52,Healthy
46.35,6.88,1.59,53.3,40.97,47.15,26.42,28.47,78.46,Healthy
38.94,6.19,1.31,39.47,50.5,37.04,23.75,24.39,57.72,Healthy
22.17,7.99,2.41,42.85,20.61,43.85,34.12,34.1,44.04,Moderate
8.12,5.43,2.63,11.72,7.18,16.07,15.96,17.65,24.96,Needs Attention
13.17,5.4,2.77,10.71,8.87,28.33,15.29,22.58,95.33,Needs Attention
50.41,6.88,1.56,65.91,20.26,56.83,24.53,25.34,74.36,Healthy
47.54,7.25,1.7,59.45,27.51,43.88,21.86,27.11,67.42,Healthy
91.09,4.94,0.26,15.04,4.6,23.42,16.5,18.68,27.39,Needs Attention
30.34,7.85,0.77,30.33,25.58,23.91,36.65,35.42,92.53,Moderate
61.38,6.22,2.67,21.33,14.41,37.1,31.15,34.77,87.0,Moderate
44.67,7.13,1.41,45.57,48.17,44.74,26.67,19.46,68.68,Healthy
29.43,7.44,2.1,36.64,17.95,18.42,30.93,35.6,45.22,Moderate
73.1,5.9,1.09,28.79,22.19,26.96,32.4,29.33,39.54,Moderate
11.01,8.57,2.65,22.19,13.45,20.03,16.37,16.03,95.24,Needs Attention
11.57,5.32,0.6,20.72,14.74,6.55,35.88,22.73,37.61,Needs Attention
75.01,5.74,1.06,29.68,19.51,28.32,31.51,34.76,85.05,Moderate
54.67,6.31,1.58,66.04,34.86,47.56,26.39,26.92,81.58,Healthy
10.17,8.48,0.47,15.28,13.88,17.42,16.87,18.15,45.13,Needs Attention
39.97,7.94,0.86,26.74,27.66,20.28,36.36,34.71,78.09,Moderate
42.12,6.61,1.94,46.34,47.93,60.4,24.04,25.34,60.76,Healthy
58.47,6.79,1.77,48.89,42.71,57.78,25.29,26.14,58.87,Healthy
36.88,8.04,0.94,38.24,15.46,23.2,33.79,32.43,92.54,Moderate
90.27,5.06,0.35,19.97,10.57,9.99,36.0,35.75,96.96,Needs Attention
9.8,8.69,0.51,21.15,10.96,16.68,15.08,34.57,91.98,Needs Attention
53.49,6.4,1.43,59.2,41.98,61.38,26.58,27.59,68.02,Healthy
91.23,8.8,2.72,23.92,10.3,20.4,17.63,15.8,91.06,Needs Attention
54.22,7.06,1.12,61.21,37.72,74.72,26.52,26.93,74.57,Healthy
49.31,6.88,1.78,76.42,32.63,38.84,25.31,27.73,61.18,Healthy
52.8,6.68,1.39,74.18,38.99,65.31,20.53,35.06,68.64,Healthy
44.34,6.98,1.49,43.77,37.38,51.17,23.22,31.45,76.32,Healthy
66.16,8.05,0.49,20.82,25.22,45.84,29.48,34.36,82.97,Moderate
81.85,5.97,2.47,26.02,10.3,27.18,35.19,32.35,49.01,Moderate
29.79,6.45,0.72,31.9,20.42,24.06,31.61,33.32,50.87,Moderate
75.72,5.6,0.63,20.48,18.96,27.84,32.22,37.1,76.64,Moderate
34.07,6.92,0.62,29.97,8.95,27.36,32.52,34.61,84.89,Moderate
59.33,8.66,2.43,36.68,27.52,25.26,31.7,36.2,95.51,Moderate
63.51,6.52,1.34,85.7,34.88,50.17,25.17,28.01,66.43,Healthy
19.4,6.68,2.29,22.98,7.16,31.31,31.75,33.33,39.76,Moderate
6.92,8.94,2.82,19.64,11.17,12.04,34.43,34.93,27.38,Needs Attention
35.03,7.08,1.45,47.35,52.93,52.42,21.16,31.72,84.19,Healthy
50.04,6.31,1.39,37.09,30.31,58.36,23.88,29.77,54.3,Healthy
56.8,6.39,1.22,59.86,46.98,47.97,28.17,23.16,58.91,Healthy
86.28,4.99,0.19,16.01,12.72,19.02,35.66,21.39,29.11,Needs Attention
40.77,6.23,1.3,44.15,28.94,58.22,24.49,25.56,68.52,Healthy
66.73,6.34,1.7,40.59,40.24,50.6,20.23,30.27,73.33,Healthy
17.29,8.24,2.69,16.02,12.13,22.99,18.26,36.72,32.7,Needs Attention
57.24,6.89,1.6,53.45,33.89,52.9,26.8,26.85,65.68,Healthy
73.78,5.49,2.55,46.43,23.32,31.46,28.42,38.3,93.26,Moderate
50.79,7.27,1.8,61.82,41.25,59.98,27.81,27.35,73.36,Healthy
77.68,6.12,0.77,41.16,20.35,40.59,32.28,35.98,35.91,Moderate
54.52,6.9,1.93,57.6,49.53,47.26,28.74,31.35,82.19,Healthy
13.21,8.19,2.62,26.18,20.11,19.34,30.95,35.57,97.57,Needs Attention
17.73,5.07,0.3,25.53,9.85,13.73,15.14,18.86,30.68,Needs Attention
51.88,7.11,1.68,62.3,27.77,43.39,24.01,29.89,66.99,Healthy
55.38,6.94,1.8,44.84,39.44,49.7,23.51,22.38,62.4,Healthy
80.63,7.27,2.79,30.45,17.34,35.65,34.52,36.05,42.06,Moderate
62.24,7.98,0.75,46.13,23.52,29.8,32.17,35.86,38.95,Moderate
60.09,6.51,1.78,67.41,36.27,66.18,27.37,28.47,63.06,Healthy
47.25,6.81,1.83,59.36,46.06,60.23,17.61,27.24,68.08,Healthy
73.52,6.35,0.92,37.67,25.33,19.76,30.02,31.43,56.58,Moderate
54.75,6.6,1.29,42.38,57.86,50.72,25.11,23.84,58.24,Healthy
51.53,7.18,1.71,47.49,41.48,40.77,24.89,24.74,64.17,Healthy
35.21,6.68,1.17,50.6,42.28,31.29,24.27,30.44,64.41,Healthy
66.95,6.66,1.14,64.73,33.5,54.95,26.02,25.56,69.55,Healthy
42.86,5.23,2.1,39.05,20.3,42.56,29.72,31.09,73.98,Moderate
57.47,8.39,0.77,25.85,21.16,31.86,31.12,29.45,49.92,Moderate
38.13,6.77,1.73,51.87,39.84,43.84,22.64,24.51,79.07,Healthy
92.41,8.57,0.46,19.42,8.87,23.31,19.15,18.91,96.21,Needs Attention
87.37,4.55,0.32,24.46,16.27,20.75,17.72,34.56,97.51,Needs Attention
53.81,7.16,1.33,49.29,39.43,32.73,30.16,27.42,79.8,Healthy
51.8,6.7,1.11,40.89,55.45,56.63,24.55,33.59,81.2,Healthy
91.49,5.18,2.84,24.99,19.43,17.84,33.17,35.72,95.8,Needs Attention
54.82,6.33,1.43,74.7,53.71,61.87,25.34,23.98,78.47,Healthy
40.12,6.75,1.3,54.38,53.65,44.3,20.48,27.61,75.42,Healthy
53.2,6.92,1.75,65.62,39.51,58.75,24.0,27.44,79.15,Healthy
13.4,5.15,2.82,15.67,20.96,19.05,16.84,21.23,98.77,Needs Attention
59.07,6.64,1.73,56.43,28.79,48.71,22.69,28.13,69.43,Healthy
50.65,6.72,1.12,70.43,48.53,41.56,23.75,26.32,61.59,Healthy
51.05,6.49,1.66,73.65,47.27,28.93,25.09,26.57,53.68,Healthy
78.55,5.6,2.03,22.3,15.39,24.08,30.91,38.96,42.36,Moderate
47.4,6.69,1.98,39.66,44.01,49.47,22.9,26.17,78.01,Healthy
